;kostya_file;filename;size;accession;sample;subsample;treatment
1443;EGAF00002339169/22210_1#6.cram;22210_1#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1444;EGAF00002338589/23824_8#1.cram;23824_8#1;6.0G;EGAN00001939019;MSM0.131;s1;DMSO Control (0,1%) + S9
1445;EGAF00002339903/22152_3#19.cram;22152_3#19;1.3G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1446;EGAF00002338181/22417_1#14.cram;22417_1#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1447;EGAF00002339382/22217_7#5.cram;22217_7#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1448;EGAF00002338495/16532_4#92.cram;16532_4#92;4.0G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
1449;EGAF00002340051/22914_6#6.cram;22914_6#6;2.6G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1450;EGAF00002339037/18962_8#4.cram;18962_8#4;4.6G;EGAN00001437420;MSM0.42;s2;DBA (75 uM) + S9
1451;EGAF00002340732/22101_3#6.cram;22101_3#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1452;EGAF00002339213/19221_5#10.cram;19221_5#10;3.5G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
1453;EGAF00002340436/22156_5#2.cram;22156_5#2;1.4G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1454;EGAF00002340402/24709_6#4.cram;24709_6#4;6.2G;EGAN00001939041;MSM0.120;s2;MeOH Control (1,3%)
1455;EGAF00002339177/22210_1#14.cram;22210_1#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1456;EGAF00002339356/22217_6#1.cram;22217_6#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1457;EGAF00002339279/22217_5#6.cram;22217_5#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1458;EGAF00002339795/22914_1#3.cram;22914_1#3;2.2G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
1459;EGAF00002338369/23031_4#3.cram;23031_4#3;9.4G;EGAN00001938922;MSM0.92;s3;BaP (2 uM) + S9
1460;EGAF00002339621/16816_1#1.cram;16816_1#1;6.8G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
1461;EGAF00002340728/22101_3#2.cram;22101_3#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1462;EGAF00002339025/22217_1#21.cram;22217_1#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
1463;EGAF00002338213/19685_8#2.cram;19685_8#2;4.8G;EGAN00001437462;MSM0.24;s3;ENU (400 uM)
1464;EGAF00002339723/22156_7#12.cram;22156_7#12;1.5G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1465;EGAF00002338562/22216_3#10.cram;22216_3#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1466;EGAF00002338590/23824_8#3.cram;23824_8#3;6.1G;EGAN00001939021;MSM0.131;s3;DMSO Control (0,1%) + S9
1467;EGAF00002339077/21823_6.cram;21823_6;34G;EGAN00001938900;MSM0.94;s2;6-Nitrochrysene (50 uM)
1468;EGAF00002339104/22217_2#16.cram;22217_2#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
1469;EGAF00002340453/22156_5#19.cram;22156_5#19;1.4G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1470;EGAF00002340106/22152_6#5.cram;22152_6#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
1471;EGAF00002338294/19793_4#4.cram;19793_4#4;5.1G;EGAN00001437464;MSM0.54;s1;5-Methylchrysene (1,6 uM) + S9
1472;EGAF00002339521/22211_4#11.cram;22211_4#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
1473;EGAF00002340369/22746_5#5.cram;22746_5#5;2.4G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
1474;EGAF00002338600/16543_7#95.cram;16543_7#95;3.4G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
1475;EGAF00002338773/18447_8.cram;18447_8;37G;EGAN00001437397;MSM0.25;s2;Cyclophosphamide (18,75 uM) + S9
1476;EGAF00002340428/22150_4#11.cram;22150_4#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1477;EGAF00002340398/24709_5#5.cram;24709_5#5;6.6G;EGAN00001939042;MSM0.120;s3;MeOH Control (1,3%)
1478;EGAF00002339065/21781_6#1.cram;21781_6#1;35G;EGAN00001938894;MSM0.91;s2;1-Nitropyrene (2,5  uM) + S9
1479;EGAF00002339965/22101_4#16.cram;22101_4#16;1.9G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1480;EGAF00002338177/22211_6#1.cram;22211_6#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1481;EGAF00002340170/23130_7#1.cram;23130_7#1;12G;EGAN00001938972;MSM0.110;s3;DMH (11,6 mM) + S9
1482;EGAF00002338287/22914_3#11.cram;22914_3#11;2.8G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
1483;EGAF00002338580/23627_8#3.cram;23627_8#3;5.8G;EGAN00001939021;SIGmut6993678;-;
1484;EGAF00002339123/22217_3#12.cram;22217_3#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1485;EGAF00002339528/22211_4#18.cram;22211_4#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
1486;EGAF00002338192/22746_1#12.cram;22746_1#12;2.4G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
1487;EGAF00002340310/22101_8#4.cram;22101_8#4;1.5G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
1488;EGAF00002339258/22210_2#14.cram;22210_2#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1489;EGAF00002340375/24709_1#2.cram;24709_1#2;6.4G;EGAN00001939034;MSM0.125;s1;Methyleugenol (1,9 mM) + S9
1490;EGAF00002340164/23112_1#1.cram;23112_1#1;12G;EGAN00001938957;MSM0.104;s3;Formaldehyde (120 uM)
1491;EGAF00002340393/24709_4#5.cram;24709_4#5;6.6G;EGAN00001939042;MSM0.120;s3;MeOH Control (1,3%)
1492;EGAF00002338606/16544_7#95.cram;16544_7#95;3.2G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
1493;EGAF00002339686/22100_1#24.cram;22100_1#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
1494;EGAF00002340091/22152_5#14.cram;22152_5#14;1.5G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
1495;EGAF00002338318/19846_3#2.cram;19846_3#2;4.5G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
1496;EGAF00002339393/19226_8#11.cram;19226_8#11;3.1G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
1497;EGAF00002339536/22217_8#22.cram;22217_8#22;1.4G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
1498;EGAF00002338783/18928_4#6.cram;18928_4#6;4.5G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
1499;EGAF00002339117/22217_3#6.cram;22217_3#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1500;EGAF00002338324/22211_7#11.cram;22211_7#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
1501;EGAF00002338545/19847_2#6.cram;19847_2#6;4.7G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
1502;EGAF00002339000/21228_4.cram;21228_4;32G;EGAN00001437524;MSM0.65;s1;MeIQX (300 uM)
1503;EGAF00002339884/22152_2#24.cram;22152_2#24;1.4G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
1504;EGAF00002339982/22152_4#16.cram;22152_4#16;1.6G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1505;EGAF00002340181/22101_6#10.cram;22101_6#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1506;EGAF00002339098/22217_2#10.cram;22217_2#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1507;EGAF00002339674/22100_1#12.cram;22100_1#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1508;EGAF00002338646/19847_4#8.cram;19847_4#8;4.5G;EGAN00001437486;MSM0.50;s1;1,6-DNP (0,09 uM)
1509;EGAF00002340439/22156_5#5.cram;22156_5#5;1.6G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
1510;EGAF00002338924/22216_7#25.cram;22216_7#25;1.3G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
1511;EGAF00002338616/17193_5.cram;17193_5;39G;EGAN00001437336;MSM0.8;s1;Media Control
1512;EGAF00002339682/22100_1#20.cram;22100_1#20;1.7G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1513;EGAF00002339780/22156_8#21.cram;22156_8#21;1.6G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1514;EGAF00002340457/22156_5#23.cram;22156_5#23;1.5G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1515;EGAF00002339439/22211_3#10.cram;22211_3#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1516;EGAF00002340025/22216_6#19.cram;22216_6#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
1517;EGAF00002338466/23125_7#2.cram;23125_7#2;8.1G;EGAN00001938904;MSM0.97;s3;2-Nitrofluorene (40 uM)
1518;EGAF00002339708/22152_2#10.cram;22152_2#10;1.3G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1519;EGAF00002339165/22210_1#1.cram;22210_1#1;1.7G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1520;EGAF00002338592/23824_8#5.cram;23824_8#5;6.7G;EGAN00001939023;MSM0.132;s2;DBP (0,0313 uM) + S9
1521;EGAF00002339890/22152_3#6.cram;22152_3#6;1.3G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1522;EGAF00002339689/22100_2#3.cram;22100_2#3;1.6G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
1523;EGAF00002338931/22216_8#7.cram;22216_8#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
1524;EGAF00002340090/22152_5#13.cram;22152_5#13;1.5G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
1525;EGAF00002339134/19056_5#7.cram;19056_5#7;3.9G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
1526;EGAF00002339701/22152_2#3.cram;22152_2#3;1.3G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
1527;EGAF00002338669/22216_4#13.cram;22216_4#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
1528;EGAF00002338559/22216_3#7.cram;22216_3#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
1529;EGAF00002338201/22746_4#12.cram;22746_4#12;2.5G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
1530;EGAF00002338526/19846_7#5.cram;19846_7#5;4.1G;EGAN00001437482;MSM0.53;s5;Glycidamide (475 uM)
1531;EGAF00002339567/16524_8#96.cram;16524_8#96;3.5G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
1532;EGAF00002338446/22216_2#1.cram;22216_2#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1533;EGAF00002338432/19846_6#3.cram;19846_6#3;4.2G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
1534;EGAF00002339021/22217_1#15.cram;22217_1#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
1535;EGAF00002339415/22211_2#9.cram;22211_2#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
1536;EGAF00002339278/22217_5#5.cram;22217_5#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1537;EGAF00002339145/19190_6#2.cram;19190_6#2;11G;EGAN00001437406;MSM0.33;s1;Bleomycin (0,188 uM)
1538;EGAF00002339457/22217_7#24.cram;22217_7#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1539;EGAF00002340418/22150_4#1.cram;22150_4#1;1.6G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1540;EGAF00002340206/22152_6#18.cram;22152_6#18;1.4G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
1541;EGAF00002339224/19221_7#3.cram;19221_7#3;3.5G;EGAN00001437447;MSM0.31;s4;Styrene oxide (75 uM)
1542;EGAF00002338833/22216_6#14.cram;22216_6#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1543;EGAF00002339828/22100_2#9.cram;22100_2#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
1544;EGAF00002338923/22216_7#24.cram;22216_7#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1545;EGAF00002340328/22152_8#5.cram;22152_8#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
1546;EGAF00002339445/22217_7#10.cram;22217_7#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1547;EGAF00002338668/22216_4#12.cram;22216_4#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1548;EGAF00002340307/22101_8#1.cram;22101_8#1;1.4G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1549;EGAF00002338260/22211_7#6.cram;22211_7#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1550;EGAF00002339894/22152_3#10.cram;22152_3#10;1.3G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1551;EGAF00002338574/22216_3#24.cram;22216_3#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1552;EGAF00002339715/22152_2#17.cram;22152_2#17;1.4G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1553;EGAF00002340271/24243_3#1.cram;24243_3#1;7.8G;EGAN00001939028;MSM0.129;s1;Media Control + S9
1554;EGAF00002339505/22211_3#18.cram;22211_3#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
1555;EGAF00002340212/22152_6#24.cram;22152_6#24;1.3G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
1556;EGAF00002338902/20520_2#1.cram;20520_2#1;2.9G;EGAN00001437490;MSM0.53;s2;Glycidamide (475 uM)
1557;EGAF00002340249/22746_2#5.cram;22746_2#5;2.4G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
1558;EGAF00002340743/22101_3#17.cram;22101_3#17;1.6G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1559;EGAF00002339762/22783_8#4.cram;22783_8#4;6.6G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
1560;EGAF00002339648/22156_6#19.cram;22156_6#19;1.4G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1561;EGAF00002339798/22914_1#6.cram;22914_1#6;2.5G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1562;EGAF00002339607/16535_2#90.cram;16535_2#90;5.0G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
1563;EGAF00002338306/19793_6#2.cram;19793_6#2;6.2G;EGAN00001437471;MSM0.48;s2;Camptothecin (0,0063 uM)
1564;EGAF00002340494/24709_7#4.cram;24709_7#4;6.3G;EGAN00001939041;MSM0.120;s2;MeOH Control (1,3%)
1565;EGAF00002340474/22746_7#2.cram;22746_7#2;2.3G;EGAN00001938996;MSM0.121;s4;2-Naphthylamine (200 uM)
1566;EGAF00002338975/18962_8#1.cram;18962_8#1;4.1G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
1567;EGAF00002339992/22152_5#2.cram;22152_5#2;1.3G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1568;EGAF00002338961/18962_6#3.cram;18962_6#3;4.0G;EGAN00001437415;MSM0.30;s2;Potassium chromate (7,5 uM)
1569;EGAF00002338881/18962_3#6.cram;18962_3#6;4.9G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
1570;EGAF00002339862/22100_3#19.cram;22100_3#19;1.6G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1571;EGAF00002339200/22217_4#8.cram;22217_4#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
1572;EGAF00002340155/23031_6#3.cram;23031_6#3;11G;EGAN00001938954;MSM0.122;s4;MX (7 uM) + S9
1573;EGAF00002340429/22150_4#12.cram;22150_4#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1574;EGAF00002338239/22211_6#8.cram;22211_6#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
1575;EGAF00002339201/22217_4#9.cram;22217_4#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
1576;EGAF00002338285/22914_2#13.cram;22914_2#13;2.4G;EGAN00001938993;MSM0.90;s4;PhIP (4 uM) + S9
1577;EGAF00002338642/19847_4#4.cram;19847_4#4;4.5G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
1578;EGAF00002340313/22101_8#7.cram;22101_8#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1579;EGAF00002339911/22204_3#12.cram;22204_3#12;1.8G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1580;EGAF00002340059/22101_4#23.cram;22101_4#23;1.7G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1581;EGAF00002338710/18160_3.cram;18160_3;35G;EGAN00001437382;MSM0.23;s2;Acetaldehyde (0,9 mM)
1582;EGAF00002340388/24709_3#5.cram;24709_3#5;6.3G;EGAN00001939037;MSM0.106;s1;Semustine (150 uM)
1583;EGAF00002339488/19684_1#6.cram;19684_1#6;5.4G;EGAN00001437458;MSM0.32;s1;Ellipticine (0,125 uM)
1584;EGAF00002340387/24709_3#4.cram;24709_3#4;6.2G;EGAN00001939036;MSM0.125;s3;Methyleugenol (1,9 mM) + S9
1585;EGAF00002338808/20025_4#2.cram;20025_4#2;5.1G;EGAN00001437493;MSM0.58;s5;AAII (37,5 uM)
1586;EGAF00002339230/19221_7#9.cram;19221_7#9;3.1G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
1587;EGAF00002338653/20024_1#6.cram;20024_1#6;4.7G;EGAN00001437499;MSM0.59;s3;Olaparib (0,625 uM)
1588;EGAF00002338714/18447_7.cram;18447_7;39G;EGAN00001437396;MSM0.25;s1;Cyclophosphamide (18,75 uM) + S9
1589;EGAF00002340117/22216_8#2.cram;22216_8#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
1590;EGAF00002338845/22216_7#3.cram;22216_7#3;1.5G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
1591;EGAF00002338891/20025_8#3.cram;20025_8#3;5.3G;EGAN00001437503;MSM0.60;s1;o-Anisidine (0,85 mM)
1592;EGAF00002339122/22217_3#11.cram;22217_3#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
1593;EGAF00002339770/22156_8#11.cram;22156_8#11;1.2G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1594;EGAF00002338249/22211_6#18.cram;22211_6#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
1595;EGAF00002339183/22217_3#14.cram;22217_3#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1596;EGAF00002339669/22100_1#7.cram;22100_1#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1597;EGAF00002339552/22417_1#4.cram;22417_1#4;1.5G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
1598;EGAF00002339650/22156_6#21.cram;22156_6#21;1.6G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1599;EGAF00002339484/19296_8#6.cram;19296_8#6;4.2G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
1600;EGAF00002340712/22101_2#10.cram;22101_2#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1601;EGAF00002338229/19793_3#5.cram;19793_3#5;5.0G;EGAN00001437465;MSM0.54;s2;5-Methylchrysene (1,6 uM) + S9
1602;EGAF00002338461/23125_6#1.cram;23125_6#1;7.7G;EGAN00001938898;MSM0.96;s3;DBPDE (0,000625 uM)
1603;EGAF00002339947/22101_1#22.cram;22101_1#22;1.6G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
1604;EGAF00002338624/17218_4.cram;17218_4;35G;EGAN00001437357;MSM0.17;s1;2-Nitrofluorene (10 uM)
1605;EGAF00002338865/18928_7#6.cram;18928_7#6;4.5G;EGAN00001437417;MSM0.43;s2;4-ABP (40 uM) + S9
1606;EGAF00002339883/22152_2#23.cram;22152_2#23;1.4G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1607;EGAF00002339273/22217_4#25.cram;22217_4#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
1608;EGAF00002340038/22914_5#3.cram;22914_5#3;2.4G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
1609;EGAF00002338284/22914_2#12.cram;22914_2#12;2.6G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
1610;EGAF00002339141/19058_8#2.cram;19058_8#2;9.7G;EGAN00001437406;MSM0.33;s1;Bleomycin (0,188 uM)
1611;EGAF00002339736/22156_8#1.cram;22156_8#1;1.3G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1612;EGAF00002338602/16544_1#89.cram;16544_1#89;4.1G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
1613;EGAF00002340488/22746_8#6.cram;22746_8#6;2.4G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1614;EGAF00002339799/22914_1#7.cram;22914_1#7;2.6G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
1615;EGAF00002339767/22156_8#8.cram;22156_8#8;1.6G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
1616;EGAF00002339261/22210_2#17.cram;22210_2#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1617;EGAF00002340202/22152_6#14.cram;22152_6#14;1.5G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
1618;EGAF00002338323/22211_7#10.cram;22211_7#10;1.4G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1619;EGAF00002340239/22746_1#6.cram;22746_1#6;2.4G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1620;EGAF00002340409/22101_8#16.cram;22101_8#16;1.9G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1621;EGAF00002338634/19847_3#5.cram;19847_3#5;4.1G;EGAN00001437482;MSM0.53;s5;Glycidamide (475 uM)
1622;EGAF00002338349/22211_8#13.cram;22211_8#13;1.5G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
1623;EGAF00002339148/19221_5#3.cram;19221_5#3;3.5G;EGAN00001437447;MSM0.31;s4;Styrene oxide (75 uM)
1624;EGAF00002338875/18962_2#8.cram;18962_2#8;4.7G;EGAN00001437431;MSM0.39;s2;Lead (II) nitrate (88 uM)
1625;EGAF00002339697/22152_1#23.cram;22152_1#23;1.5G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1626;EGAF00002339724/22156_7#13.cram;22156_7#13;1.7G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
1627;EGAF00002339386/19226_8#4.cram;19226_8#4;3.1G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
1628;EGAF00002339195/22217_4#3.cram;22217_4#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
1629;EGAF00002340476/22746_7#4.cram;22746_7#4;2.2G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
1630;EGAF00002340023/22216_5#20.cram;22216_5#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
1631;EGAF00002338199/22746_3#13.cram;22746_3#13;2.3G;EGAN00001938993;MSM0.90;s4;PhIP (4 uM) + S9
1632;EGAF00002339849/22100_3#6.cram;22100_3#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1633;EGAF00002340280/24244_3#1.cram;24244_3#1;11G;EGAN00001939025;MSM0.128;s2;Media Control
1634;EGAF00002339732/22156_7#21.cram;22156_7#21;1.6G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1635;EGAF00002339830/22100_2#11.cram;22100_2#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1636;EGAF00002339136/19058_7#1.cram;19058_7#1;9.1G;EGAN00001437404;MSM0.28;s4;Nickel (II) chloride (300 uM)
1637;EGAF00002339522/22211_4#12.cram;22211_4#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1638;EGAF00002340105/22152_6#4.cram;22152_6#4;1.3G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
1639;EGAF00002340353/22746_3#11.cram;22746_3#11;2.6G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
1640;EGAF00002340259/23131_8#1.cram;23131_8#1;11G;EGAN00001938972;MSM0.110;s3;DMH (11,6 mM) + S9
1641;EGAF00002339553/22417_1#5.cram;22417_1#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1642;EGAF00002339313/19226_6#7.cram;19226_6#7;3.3G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
1643;EGAF00002338999/21217_2.cram;21217_2;36G;EGAN00001437540;MSM0.74;s2;DBAC (5 uM) + S9
1644;EGAF00002338179/22417_1#12.cram;22417_1#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1645;EGAF00002339456/22217_7#23.cram;22217_7#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
1646;EGAF00002340738/22101_3#12.cram;22101_3#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1647;EGAF00002340349/22746_3#7.cram;22746_3#7;2.6G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
1648;EGAF00002339889/22152_3#5.cram;22152_3#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
